Location,Locname,Postcode,HB2019,HB2019Name
T266Q,The Red Squirrel Nursery,DD2 5NF,S08000030,NHS Tayside
T267L,Caledonian Road Primary School,PH2 8HH,S08000030,NHS Tayside
T267Q,St Rules Playgroup,DD5 4JP,S08000030,NHS Tayside
T268L,Central District [School],,NA,NA
T268Q,Woodlea Children's Centre,DD2 3JY,S08000030,NHS Tayside
T269L,Craigie Primary School,PH2 0EE,S08000030,NHS Tayside
T269Q,Abertay University,,NA,NA
T270L,Friarton Nursery School,PH2 8BX,S08000030,NHS Tayside
T270Q,University of Dundee,DD1 4HN,S08000030,NHS Tayside
T271L,Perth Grammar School,PH1 5AZ,S08000030,NHS Tayside
T271Q,Angus College,DD11 3EA,S08000030,NHS Tayside
T272L,Goodlyburn Primary School,PH1 2NT,S08000030,NHS Tayside
T272Q,Perth College,PH1 2NX,S08000030,NHS Tayside
T273L,Kinnoull Primary School,PH2 7EY,S08000030,NHS Tayside
T273Q,Ardvreck School,PH7 4EX,S08000030,NHS Tayside
T274L,Letham Primary School,PH1 2NL,S08000030,NHS Tayside
T274Q,Rockwell Learning Centre,DD3 6SW,S08000030,NHS Tayside
T275L,Balhousie Primary School,PH1 5DH,S08000030,NHS Tayside
T275Q,Navigate,PH1 5LG,S08000030,NHS Tayside
T276L,Oakbank Primary School,PH1 1NA,S08000030,NHS Tayside
T276Q,Tayview Primary School,DD2 4GE,S08000030,NHS Tayside
T277L,Our Lady's RC Primary School,PH1 2LG,S08000030,NHS Tayside
T277Q,Apple Tree Nursery School,PH1 5HW,S08000030,NHS Tayside
T278L,St John's R C Primary School,PH1 5NW,S08000030,NHS Tayside
T278Q,Bertha Park High School,PH1 0AU,NA,NA
T279L,St Ninian's Episcopal Primary School,PH1 5PP,S08000030,NHS Tayside
T280L,Tulloch Primary School,PH1 2QX,S08000030,NHS Tayside
T281L,Viewlands Primary School,PH1 1BU,S08000030,NHS Tayside
T282L,Pitcairn Primary School,PH1 3LJ,S08000030,NHS Tayside
T283L,Pitlochry High School,PH16 5ET,S08000030,NHS Tayside
T284L,Portmoak Primary School,KY13 7HT,S08000030,NHS Tayside
T285L,Rattray Primary School,PH10 7DG,S08000030,NHS Tayside
T286L,Luncarty Primary School,PH1 3EX,S08000030,NHS Tayside
T287L,Ruthvenfield Primary School,PH1 3JP,S08000030,NHS Tayside
T288L,St John's Academy,PH1 5BD,S08000030,NHS Tayside
T289L,St Fillans Primary School,PH6 2NE,S08000030,NHS Tayside
T290L,St Madoes Primary School,PH2 7NF,S08000030,NHS Tayside
T291L,Robert Douglas Memorial Primary School,PH2 6RS,S08000030,NHS Tayside
T292L,Stanley Primary School,PH1 4LT,S08000030,NHS Tayside
T293L,Stermontfield [School],,NA,NA
T294L,Straloch Primary School,PH10 7PH,S08000030,NHS Tayside
T295L,Strone Of Cally Primary School,PH10 7JL,S08000030,NHS Tayside
T296L,Struan Primary School,PH18 5UA,S08000030,NHS Tayside
T297L,Tibbermore [School],,NA,NA
T298L,Tullibardine [School],,NA,NA
T299L,Killiecrankie [School],PH16 5LG,S08000030,NHS Tayside
T300C,Angus District Clinics,,NA,NA
T300N,Domiciliary Births,,NA,NA
T301A,Angus NHS Trust,DD8 3DY,S08000030,NHS Tayside
T301B,Brechin Health Centre,DD9 7AN,S08000030,NHS Tayside
T301C,Health Clinic,,NA,NA
T301E,Extra Mural Clinic District Nurses,,NA,NA
T301L,Aberlemno Primary School,DD8 3PE,S08000030,NHS Tayside
T301P,Noranside Borstal Institution,DD8 3QY,S08000030,NHS Tayside
T301R,The Gables,DD8 2JL,S08000030,NHS Tayside
T301S,Mundamalla Holiday Home for Blind,PH12 8TT,S08000030,NHS Tayside
T301V,David Smith Convalescent Hospital,DD8 4JL,S08000030,NHS Tayside
T302A,Ravenswood Community Headquarters,DD8 2AE,S08000030,NHS Tayside
T302B,Friockheim Health Centre,DD11 4TX,S08000030,NHS Tayside
T302C,Clinic,,NA,NA
T302E,Extra Mural Clinic School Premises,,NA,NA
T302L,Airlie Primary School,DD8 5NP,S08000030,NHS Tayside
T302P,The Dale Approved School,DD11 1ST,S08000030,NHS Tayside
T302R,Beechhill Home,DD8 2BA,S08000030,NHS Tayside
T302S,Broomfield Resource Centre,DD10 8SY,S08000030,NHS Tayside
T302V,Molvagen House,DD8 3BG,S08000030,NHS Tayside
T303B,Carnoustie Health Centre,DD7 7RB,S08000030,NHS Tayside
T303C,Ravenswood Clinic,DD8 2AE,S08000030,NHS Tayside
T303L,Arbirlot Primary School,DD11 2PZ,S08000030,NHS Tayside
T303P,Rossie School,DD10 9TW,S08000030,NHS Tayside
T303R,Beechie House Old Persons Home,DD8 5DF,S08000030,NHS Tayside
T303S,Strathmore Avenue Childrens Home,DD8 1ND,S08000030,NHS Tayside
T303V,Lunan House Nursing Home,DD11 5ST,S08000030,NHS Tayside
T304B,Kirriemuir Health Centre,DD8 4ES,S08000030,NHS Tayside
T304C,Clinic,,NA,NA
T304H,Arbroath Infirmary,DD11 2AT,S08000030,NHS Tayside
T304L,Arbroath Academy,DD11 5JD,S08000030,NHS Tayside
T304P,NRS Obsolete Code - Castle Huntly,DD2 5HL,S08000030,NHS Tayside
T304R,Cliff House,DD11 5SD,S08000030,NHS Tayside
T304S,The Elms,DD11 3DY,S08000030,NHS Tayside
T304V,Bearehill Residential Home,DD9 6JU,S08000030,NHS Tayside
T305B,Abbey Health Centre,DD11 1EN,S08000030,NHS Tayside
T305C,Health Clinic,DD10 8HG,S08000030,NHS Tayside
T305H,Brechin Infirmary,DD9 7AN,S08000030,NHS Tayside
T305L,Hayshead Primary School,DD11 5AB,S08000030,NHS Tayside
T305R,Dorward House,DD10 8SB,S08000030,NHS Tayside
T305V,The Glade Residential Home,DD9 6LE,S08000030,NHS Tayside
T306B,Strathmore Surgery,PH10 6BT,S08000030,NHS Tayside
T306C,Mobile Clinic 1,,NA,NA
T306H,Charleton Maternity Home,,NA,NA
T306L,Arbroath High School,DD11 2BB,S08000030,NHS Tayside
T306R,The Elms,DD11 3DY,S08000030,NHS Tayside
T306S,Wirren House Hostel,DD10 8TG,S08000030,NHS Tayside
T306V,Mundamalla Nursing Home,PH12 8TP,S08000030,NHS Tayside
T307B,Fintry Mill Medical Centre,DD4 9DU,S08000030,NHS Tayside
T307C,Mobile Clinic 2,,NA,NA
T307H,Forfar Infirmary,DD8 2HS,S08000030,NHS Tayside
T307L,Inverbrothock Primary School,DD11 4DW,S08000030,NHS Tayside
T307R,Lunan Park Residential Home,DD11 4SZ,S08000030,NHS Tayside
T307S,Almondbank House,PH1 3BD,S08000030,NHS Tayside
T307V,Monkbarns House,DD11 2DS,S08000030,NHS Tayside
T308B,Douglas Health Centre,DD4 8XZ,S08000030,NHS Tayside
T308C,Mobile Clinic 3,,NA,NA
T308H,Fyfe Jamieson Maternity Home,DD8 3LB,S08000030,NHS Tayside
T308L,Ladyloan Primary School,DD11 1LX,S08000030,NHS Tayside
T308R,Seaton Grove Residential Home,DD11 5DT,S08000030,NHS Tayside
T308S,Glengarry House,PH2 0AB,S08000030,NHS Tayside
T308V,Tarriebank House Retirement Home,DD11 5RH,S08000030,NHS Tayside
T309B,Muirhead Medical Centre,DD2 5NH,S08000030,NHS Tayside
T309C,Medical Centre,DD11 1AD,S08000030,NHS Tayside
T309H,Little Cairnie Hospital,DD11 3RA,S08000030,NHS Tayside
T309L,Muirfield Primary School,DD11 2LU,S08000030,NHS Tayside
T309R,Lochbank House,DD8 1DW,S08000030,NHS Tayside
T309S,Birchwood Respite Care Unit,PH2 6LE,S08000030,NHS Tayside
T309V,Benholm Grampian Nursing Home,DD8 1DS,S08000030,NHS Tayside
T310B,Park Avenue Medical Centre,DD4 6PP,S08000030,NHS Tayside
T310H,Montrose Royal Infirmary,DD10 8AJ,S08000030,NHS Tayside
T310L,St Thomas' RC Primary School,DD11 5DT,S08000030,NHS Tayside
T310R,St Drostan's Home,DD9 7AN,S08000030,NHS Tayside
T310S,Dudhope Gardens Hostel,DD3 6TD,S08000030,NHS Tayside
T310V,Lunan Court Nursing Home,DD11 1RA,S08000030,NHS Tayside
T311B,Whitefriars Surgery,PH1 1PP,S08000030,NHS Tayside
T311H,Sunnyside Royal Hospital,DD10 9JP,S08000030,NHS Tayside
T311L,Timmergreens Primary School,DD11 2HJ,S08000030,NHS Tayside
T311R,Camus House,DD7 7DB,S08000030,NHS Tayside
T311S,Dundee Community Living,DD3 7BQ,S08000030,NHS Tayside
T311V,Finavon Court,DD8 3HW,S08000030,NHS Tayside
T312B,Springfield Medical Centre,DD11 1ES,S08000030,NHS Tayside
T312H,Stracathro Hospital,DD9 7QA,S08000030,NHS Tayside
T312L,Warddykes Primary School,DD11 4AN,S08000030,NHS Tayside
T312R,Fairlie House,DD8 4HU,S08000030,NHS Tayside
T312S,Dundee Community Living,DD3 0EP,S08000030,NHS Tayside
T312V,Montrose Nursing Home,DD10 8SZ,S08000030,NHS Tayside
T313B,Academy Medical Centre,DD8 2HA,S08000030,NHS Tayside
T313H,Whitehills Hospital,DD8 3DY,S08000030,NHS Tayside
T313L,Auchmithie [School],,NA,NA
T313R,Olgivy Place Abbeyfield House,DD11 4DF,S08000030,NHS Tayside
T313S,Dundee Community Living,DD3 9JD,S08000030,NHS Tayside
T313V,Fordmill Nursing Home,DD10 8NE,S08000030,NHS Tayside
T314B,Arthurstone Health Centre,DD4 6QY,S08000030,NHS Tayside
T314H,Gowanlea,DD11 5DX,S08000030,NHS Tayside
T314L,Barry Primary School,DD7 7RP,S08000030,NHS Tayside
T314R,Turin House,DD8 2UF,S08000030,NHS Tayside
T314S,Doocot Park [Hostel],DD11 2LN,S08000030,NHS Tayside
T314V,Lisden Nursing Home,DD8 4DE,S08000030,NHS Tayside
T315B,Central Healthcare,PH2 8PD,S08000030,NHS Tayside
T315H,The Firs,DD7 6DP,S08000030,NHS Tayside
T315L,Andover Primary School,DD9 7BU,S08000030,NHS Tayside
T315R,Leysmill Residential Home,DD11 4RR,S08000030,NHS Tayside
T315S,Clement Park House,DD2 3JQ,S08000030,NHS Tayside
T315V,Cairnie Lodge Nursing Home,DD11 3RA,S08000030,NHS Tayside
T316B,Ardler Surgery,DD2 3TP,S08000030,NHS Tayside
T316H,Crieff Community Hospital,PH7 3HR,S08000030,NHS Tayside
T316L,Brechin High School,DD9 6LB,S08000030,NHS Tayside
T316R,Abbeyfield House,DD8 1BR,S08000030,NHS Tayside
T316S,Gowrie Housing Association River Street Project,DD9 7ES,S08000030,NHS Tayside
T316V,Bearehill Care Home,DD9 6JU,S08000030,NHS Tayside
T317B,Parkview Primary Care Centre,DD7 7RB,S08000030,NHS Tayside
T317H,Carseview Centre,DD2 1NH,S08000030,NHS Tayside
T317L,Maisondieu Primary School,DD9 6JJ,S08000030,NHS Tayside
T317R,Caenlochan Residential Home,DD11 3ED,S08000030,NHS Tayside
T317S,Corbenic Camphill Community,PH8 0DY,S08000030,NHS Tayside
T317V,Rachel House Children's Hospice,KY13 8FX,S08000030,NHS Tayside
T318B,Bridge End Surgery,PH2 0RS,S08000030,NHS Tayside
T318H,NRS Obsolete Code - Roxburghe House,DD2 1SP,S08000030,NHS Tayside
T318L,Careston Primary School,DD9 6SA,S08000030,NHS Tayside
T318R,St Vigeans Residential Home,DD11 1QG,S08000030,NHS Tayside
T318S,CATH - RSI,PH2 8BW,S08000030,NHS Tayside
T318V,Ballumbie Grampian Nursing Home,DD4 0PD,S08000030,NHS Tayside
T319B,Atholl Medical Centre,PH16 5FG,S08000030,NHS Tayside
T319H,Whitehills Health and Community Care Centre,DD8 3DY,S08000030,NHS Tayside
T319L,Carmyllie Primary School,DD11 2RD,S08000030,NHS Tayside
T319R,Braehill Lodge Nursing Home,DD7 7SR,S08000030,NHS Tayside
T319S,Mount Ericht,PH10 7AB,S08000030,NHS Tayside
T319V,Harestane Nursing Home,DD3 0NY,S08000030,NHS Tayside
T320B,Whitfield Health Centre,DD4 0DP,S08000030,NHS Tayside
T320H,Pitlochry Community Hospital,PH16 5FG,S08000030,NHS Tayside
T320L,Carnoustie High School,DD7 7SS,S08000030,NHS Tayside
T320R,Parklands,DD7 6EJ,S08000030,NHS Tayside
T320S,Gowrie Care,PH11 8BF,S08000030,NHS Tayside
T320V,Riverside View Nursing Home,DD2 5JB,S08000030,NHS Tayside
T321B,Ravenswood Surgery,DD8 2AE,S08000030,NHS Tayside
T321H,Perth Dental Hospital,PH1 1RA,S08000030,NHS Tayside
T321L,Kinloch School,DD7 7EP,S08000030,NHS Tayside
T321R,Willowbank House,DD7 6AB,S08000030,NHS Tayside
T321S,Barnardos Hopscotch Project,DD11 1RL,S08000030,NHS Tayside
T322B,Whitfield Surgery,DD4 0HU,S08000030,NHS Tayside
T322H,Kingsway Care Centre,DD2 3PT,S08000030,NHS Tayside
T322L,Clova Primary School,DD8 4RA,S08000030,NHS Tayside
T322R,Selcourt,DD7 6EW,S08000030,NHS Tayside
T322S,Angus Connect,DD11 3AF,S08000030,NHS Tayside
T322V,Abbeyfield Society,DD5 4JG,S08000030,NHS Tayside
T323B,Edzell Health Centre,DD9 7TA,S08000030,NHS Tayside
T323E,Extra Mural Clinic,,NA,NA
T323H,Bluebell Intermediate Care Unit,DD2 5JB,S08000030,NHS Tayside
T323L,Colliston Primary School,DD11 3RR,S08000030,NHS Tayside
T323R,Burgess House Residential Home,DD8 1LG,S08000030,NHS Tayside
T323S,Dudhope Villa,DD1 5RB,S08000030,NHS Tayside
T324E,Extra Mural Nurseries / Playgroups - Dundee,,NA,NA
T324H,Dudhope Young Peoples Inpatient Unit,DD3 6HH,S08000030,NHS Tayside
T324L,Cortachy Primary School,DD8 4LX,S08000030,NHS Tayside
T324R,St David's Residential Home,DD8 1DG,S08000030,NHS Tayside
T324S,Wishart Centre,DD4 6AD,S08000030,NHS Tayside
T325E,Extra Mural Nurseries / Playgroups - Perth,,NA,NA
T325H,CAMHS Hospital Unit,DD3 6HH,S08000030,NHS Tayside
T325L,Craichie [School],,NA,NA
T325R,Parkdale Residential Home,PH3 1QN,S08000030,NHS Tayside
T325S,Gillburn Road Residential Respite Unit,DD3 0AB,S08000030,NHS Tayside
T325V,Glens Care Home,DD9 7TQ,S08000030,NHS Tayside
T326E,Extra Mural Nurseries / Playgroups - Angus,,NA,NA
T326L,Craigo Primary School,DD10 9LD,S08000030,NHS Tayside
T326R,Brookfield Residential Home,DD7 6AB,S08000030,NHS Tayside
T326V,Meigle Country House,PH12 8SE,S08000030,NHS Tayside
T327L,Denside [School],,NA,NA
T327R,Storyville Residential Home,DD8 5DZ,S08000030,NHS Tayside
T327V,Ashdene Court Nursing Home,PH7 3AL,S08000030,NHS Tayside
T328L,Dun Primary School,DD10 9LW,S08000030,NHS Tayside
T328R,Antiquary House [Residential Home],DD11 2BW,S08000030,NHS Tayside
T329C,Angus District Social Work Dept.,DD11 1EJ,S08000030,NHS Tayside
T329L,Eassie Primary School,DD8 1SQ,S08000030,NHS Tayside
T329R,Rivendell Residential Home,PH8 0BL,S08000030,NHS Tayside
T330C,Lochlands Adult Resource Centre,DD11 3DY,S08000030,NHS Tayside
T330L,Edzell Primary School,DD9 7TQ,S08000030,NHS Tayside
T330R,Caenlochan Residential Home,DD11 3ED,S08000030,NHS Tayside
T330V,Wallace Hos[ital,DD3 9AG,S08000030,NHS Tayside
T331C,Lillybank Adult Resource Centre,DD8 2RJ,S08000030,NHS Tayside
T331L,Farnell [School],,NA,NA
T331R,Bearehill Residential Home,DD9 6JU,S08000030,NHS Tayside
T331V,Redwood House Nursing Home,DD5 3AL,S08000030,NHS Tayside
T332C,Montrose Adult Resource Centre,DD10 9ET,S08000030,NHS Tayside
T332L,Ferryden Primary School,DD10 9RF,S08000030,NHS Tayside
T332R,Dalnaglar Residential Home,PH1 3PH,S08000030,NHS Tayside
T332V,Cruachan House,PH15 2BL,S08000030,NHS Tayside
T333C,Wedderburn House,DD1 5NS,S08000030,NHS Tayside
T333L,Forfar Academy,DD8 3LB,S08000030,NHS Tayside
T333R,Tigh na Muirn Residential Home,DD5 4HL,S08000030,NHS Tayside
T333V,Lochleven Care Home,DD5 3UP,S08000030,NHS Tayside
T334C,Helm Employment & Training,DD1 2EY,S08000030,NHS Tayside
T334L,Chapelpark Primary School,DD8 2HA,S08000030,NHS Tayside
T334R,Mid-Lin Day Care Centre,DD4 8AT,S08000030,NHS Tayside
T334V,Scottish Regional Treatment Centre,DD9 7QA,S08000030,NHS Tayside
T335C,Abbey House,DD8 4LS,S08000030,NHS Tayside
T335L,Langlands Primary School,DD8 1JY,S08000030,NHS Tayside
T335V,North Grove Care Home,PH1 5HS,S08000030,NHS Tayside
T336C,Dental Practice,PH15 2BS,S08000030,NHS Tayside
T336L,Wellbrae Primary School,DD8 3AY,S08000030,NHS Tayside
T336V,Louisebrae Nursing Home,PH1 2PN,S08000030,NHS Tayside
T337C,Helenslea,DD5 1PL,S08000030,NHS Tayside
T337L,Friockheim Primary School,DD11 4XB,S08000030,NHS Tayside
T337V,Pitkerro Care Centre,DD4 8ER,S08000030,NHS Tayside
T338C,Montrose Day Care Centre,DD10 8HF,S08000030,NHS Tayside
T338L,Glamis Primary School,DD8 1RW,S08000030,NHS Tayside
T338V,Lily Walker Centre,DD3 7TG,S08000030,NHS Tayside
T339C,The Corner,DD1 3DN,S08000030,NHS Tayside
T339L,Glenisla Primary School,PH11 8PH,S08000030,NHS Tayside
T339V,Balhousie Pitlochry Care Home,PH16 5BP,S08000030,NHS Tayside
T340C,Windyedge Cottage Residential Home,DD8 1ND,S08000030,NHS Tayside
T340L,Glenprosen [School],DD8 4SA,S08000030,NHS Tayside
T340V,Kendale Hall,DD11 3ED,S08000030,NHS Tayside
T341C,Princess Royal Trust Carers Centre,DD1 1ND,S08000030,NHS Tayside
T341L,Rosemount Primary School,DD10 9HD,S08000030,NHS Tayside
T341V,Cornhill Macmillan Centre,PH1 1NX,S08000030,NHS Tayside
T342C,The Tryst Day Care Centre,PH16 5EB,S08000030,NHS Tayside
T342L,Inverarity Primary School,DD8 2JN,S08000030,NHS Tayside
T342V,Balhousie Clement Park Care Home,DD2 3JN,S08000030,NHS Tayside
T343C,Gowans Terrace Family Centre,PH1 5AX,S08000030,NHS Tayside
T343L,Inverkeilor Primary School,DD11 5RY,S08000030,NHS Tayside
T343V,Balhousie Coupar Angus Care Home,PH13 9FB,S08000030,NHS Tayside
T344C,Fourways Centre,PH15 2BB,S08000030,NHS Tayside
T344L,Kilry Primary School,PH11 8HT,S08000030,NHS Tayside
T344V,Beech Manor Care Home,PH10 6LJ,S08000030,NHS Tayside
T345C,Redwood House,DD5 3AL,S08000030,NHS Tayside
T345L,Kingoldrum [School],,NA,NA
T346C,Ashley House Residential Home,KY13 7XU,S08000030,NHS Tayside
T346L,Kingsmuir [School],DD8 2RQ,S08000030,NHS Tayside
T347C,The Birches,PH7 4BJ,S08000030,NHS Tayside
T347L,Northmuir Primary School,DD8 4HA,S08000030,NHS Tayside
T348C,Dalginross House,PH6 2ED,S08000030,NHS Tayside
T348L,Southmuir Primary School,DD8 5BN,S08000030,NHS Tayside
T349C,Luncarty House,PH1 3HE,S08000030,NHS Tayside
T349L,Webster's High School,DD8 5BN,S08000030,NHS Tayside
T350C,Wardside House,PH5 2AS,S08000030,NHS Tayside
T350L,Letham Primary School,DD8 2PG,S08000030,NHS Tayside
T351C,Perth & Kinross Mobile Unit,,NA,NA
T351L,Lethnot Primary School,DD9 7UQ,S08000030,NHS Tayside
T352C,CATH Day Centre,PH1 5RY,S08000030,NHS Tayside
T352L,Lintrathen Primary School,DD8 5JH,S08000030,NHS Tayside
T353C,Alloway Centre,DD4 8UA,S08000030,NHS Tayside
T353L,Little Brechin [School],,NA,NA
T354C,Barossa Place,PH1 5HH,S08000030,NHS Tayside
T354L,Logie Pert [School],,NA,NA
T355C,Tayside Colorectal Screening Unit,DD3 8EA,S08000030,NHS Tayside
T355L,Menmuir [School],,NA,NA
T356C,Trades Lane CMH Team Base,PH13 9DN,S08000030,NHS Tayside
T356L,Monikie Primary School,DD5 3QN,S08000030,NHS Tayside
T357C,Links Health Centre,DD10 8TY,S08000030,NHS Tayside
T357L,Montrose Academy,DD10 8HT,S08000030,NHS Tayside
T358C,St Leonard's Bank Clinic,PH2 8EB,S08000030,NHS Tayside
T358L,Montrose East [School],,NA,NA
T359C,"Royal Marines, 45th Marine Commando Group",DD11 3SP,S08000030,NHS Tayside
T359L,North Links [School],,NA,NA
T360C,Community Mental Health Base Team,PH7 3SA,S08000030,NHS Tayside
T360L,St Margaret's RC School,DD10 8LL,S08000030,NHS Tayside
T361C,Occupational Therapy,DD3 7PY,S08000030,NHS Tayside
T361L,Southesk Primary School7,DD10 8BP,S08000030,NHS Tayside
T362C,Dundee Adult Psychology Department,DD3 6HG,S08000030,NHS Tayside
T362L,Newbigging Primary School,DD5 3RJ,S08000030,NHS Tayside
T363C,Kingfisher House,KY13 9FR,S08000030,NHS Tayside
T363L,Newtyle School,PH12 8UJ,S08000030,NHS Tayside
T364C,Centre for Child Health,DD3 6HH,S08000030,NHS Tayside
T364L,Padanaram Primary School,DD8 1PX,S08000030,NHS Tayside
T365C,The Corner,DD1 3DP,S08000030,NHS Tayside
T365L,Panbride Primary School,DD7 6JP,S08000030,NHS Tayside
T366L,Pitkennedy Primary School,DD8 2UJ,S08000030,NHS Tayside
T367C,Nurses House,PH2 9EA,S08000030,NHS Tayside
T367L,Ruthven [School],,NA,NA
T368C,Highland House,PH1 5YA,S08000030,NHS Tayside
T368L,St Vigeans Primary School,DD11 4RQ,S08000030,NHS Tayside
T369C,Tayside Police Occupational Health Unit,DD5 1DS,S08000030,NHS Tayside
T369L,Stracathro Primary School,DD9 7QE,S08000030,NHS Tayside
T370C,Fiveways Centre,DD3 8AW,S08000030,NHS Tayside
T370L,Tannadice Primary School,DD8 3SH,S08000030,NHS Tayside
T371C,Cairn Centre,DD1 1NA,S08000030,NHS Tayside
T371L,Tarfside Primary School,DD9 7YU,S08000030,NHS Tayside
T372C,Transitional Living Unit,DD2 4BQ,S08000030,NHS Tayside
T372L,Strathmore Primary School,DD8 1LE,S08000030,NHS Tayside
T373C,Wellgate Day Centre,DD1 2LA,S08000030,NHS Tayside
T373L,Carlogie Primary School,DD7 6DS,S08000030,NHS Tayside
T374C,Bells Sports Centre,PH1 5HS,S08000030,NHS Tayside
T374L,Lochside Primary School,DD10 9AN,S08000030,NHS Tayside
T375C,Dudhope Clinic,DD3 6HG,S08000030,NHS Tayside
T375L,Borrowfield Primary School,DD10 9EZ,S08000030,NHS Tayside
T376C,Sangobeg House,DD3 8HH,S08000030,NHS Tayside
T376L,Sidlaw View Primary School,DD3 0LF,S08000030,NHS Tayside
T377C,Hillview Resource Centre,DD3 6RP,S08000030,NHS Tayside
T377L,Croftinloan School,PH16 5JR,S08000030,NHS Tayside
T378C,"Flaxmill, East Port House",DD1 2JY,S08000030,NHS Tayside
T378L,Kinross High School,KY13 8FQ,S08000030,NHS Tayside
T379C,The Brae,DD5 3GL,S08000030,NHS Tayside
T379L,Springfield,DD1 4JS,S08000030,NHS Tayside
T380C,Jubilee Court Health and Wellbeing Centre,DD8 2QW,S08000030,NHS Tayside
T380L,Damacre Community Education Centre,DD9 6DU,S08000030,NHS Tayside
T381C,Children 1st,DD1 5DF,S08000030,NHS Tayside
T381L,Dundee College,DD3 8LE,S08000030,NHS Tayside
T382C,Fairlie House Social Work Department,DD8 4JT,S08000030,NHS Tayside
T382L,Crieff Road Pre-School Centre,PH1 2TG,S08000030,NHS Tayside
T383C,Aberlour Outreach,DD2 2LN,S08000030,NHS Tayside
T383L,The New School,PH8 0HA,S08000030,NHS Tayside
T384C,Ravenswood Social Work Department,DD8 2AF,S08000030,NHS Tayside
T384L,Castlepark Educational Centre,DD3 6HJ,S08000030,NHS Tayside
T385C,Action for Children,DD4 6AT,S08000030,NHS Tayside
T385L,Craigclowan Preparatory School,PH2 8PS,S08000030,NHS Tayside
T386C,Perth City Community Mental Health Team,PH1 1NX,S08000030,NHS Tayside
T386L,Avrom House,DD5 3AH,S08000030,NHS Tayside
T387C,Addaction Dundee,DD1 4ER,S08000030,NHS Tayside
T387L,Auchterarder New Community Primary School,PH3 1BL,S08000030,NHS Tayside
T388C,Tayforth Veterans,DD1 3JA,S08000030,NHS Tayside
T388L,Breadblane Primary School,PH15 2DU,S08000030,NHS Tayside
T389C,Friarfield House,DD1 1PQ,S08000030,NHS Tayside
T389L,High School of Dundee - Primary,DD1 1HU,S08000030,NHS Tayside
T390C,"Broxden Dental Centre, (BDC)",PH1 1TJ,S08000030,NHS Tayside
T390L,Claypotts Castle Primary School,DD4 8SJ,S08000030,NHS Tayside
T391L,Compass Off Site Unit,DD8 2LH,S08000030,NHS Tayside
T392L,Woodlands Primary School,DD7 7SU,S08000030,NHS Tayside
T393L,Whitehills Primary School,DD8 3EQ,S08000030,NHS Tayside
T394L,Burnside Primary School,DD7 7JZ,S08000030,NHS Tayside
T395L,Craigowl Primary School,DD3 9NY,S08000030,NHS Tayside
T396L,St Joseph's Primary School,DD2 2AB,S08000030,NHS Tayside
T397L,Victoria Park Primary School,DD2 2AB,S08000030,NHS Tayside
T398L,Camperdown Primary School,DD2 4PQ,S08000030,NHS Tayside
T399L,St Francis RC Primary School,DD4 9NG,S08000030,NHS Tayside
T399Q,Children From Outwith Tayside Hb,,NA,NA
T445V,Fairhill Nursing Home,DD11 4QT,S08000030,NHS Tayside
T888N,Domiciliary Cancer Registrations,,NA,NA
T990L,Home Tuition,,NA,NA
V001A,NHS Forth Valley Sites,FK9 4SW,S08000019,NHS Forth Valley
V001B,The Richmond practice,EH51 9BB,S08000019,NHS Forth Valley
V001G,Forth Valley Cancer Services,,NA,NA
V001J,Stirling Care Village,FK8 2AU,S08000019,NHS Forth Valley
V001T,Randolphfield Police Station,FK8 2HD,S08000019,NHS Forth Valley
V002A,Stirling Royal Infirmary NHS Trust,FK8 2AU,S08000019,NHS Forth Valley
V002B,Ark Medical Practice,FK1 1BA,S08000019,NHS Forth Valley
